roundness,perimeter_ratio_to_diameter,compactness,eccentricity,aspect_ratio,rectangularity,narrow_factor,perimeter_ratio_major_minor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu7,mean_R,mean_G,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_R,kurtosis_G,kurtosis_B,contrast,correlation,energy,homogeneity,class
0.42086,3.1269,5.4643,0.85655,1.9378,0.7747,1.1049,2.2789,0.19797,0.013156,0.000005,0.000001,0,0,0,82.775,89.181,17.006,17.722,16.87,19.539,-0.23844,-0.32106,1.0785,5.0094,4.9199,3.6725,0.12279,0.98865,0.27774,0.94342,3
0.46572,3.108,5.1945,0.84704,1.8814,0.77801,1.0748,2.1811,0.19383,0.011758,0.000063,0.000004,0,0,0,86.569,91.412,17.415,19.944,19.212,22.031,-0.2237,-0.36784,1.205,4.3003,4.338,3.9407,0.15141,0.98412,0.2312,0.92895,3
0.39143,3.1123,5.666,0.89626,2.2547,0.77986,1.0707,2.3084,0.21624,0.021068,0.000001,0,0,0,0,80.139,83.683,9.9747,18.345,17.346,17.872,-0.23939,-0.24742,2.0263,4.7342,4.9337,6.8636,0.16499,0.98328,0.24861,0.92321,3
0.39788,3.0374,5.6199,0.89581,2.25,0.7734,1.0848,2.2811,0.21774,0.02129,0.000151,0.000033,0,0.000004,0,76.508,83.609,4.904,19.648,18.275,13.17,0.056381,-0.020674,3.4713,4.0091,3.8355,17.792,0.15633,0.98736,0.23639,0.92747,3
0.40656,3.3049,5.5596,0.83747,1.8299,0.78042,1.0986,2.3478,0.19031,0.010564,0.000011,0.000001,0,0,0,85.877,90.903,18.685,15.103,14.797,19.098,-0.009465,-0.20021,0.89908,5.5121,5.4877,3.3929,0.11856,0.98851,0.30518,0.94403,3
0.38278,3.2431,5.7297,0.82843,1.7854,0.73005,1.1297,2.3485,0.2008,0.011004,0.000541,0.000146,0,0.000015,0,56.879,46.604,2.3306,20.916,24.546,10.052,0.53796,0.30729,5.9146,4.1835,3.2213,46.384,0.18923,0.98899,0.22536,0.91566,4
0.36234,3.1886,5.8891,0.85167,1.9081,0.7151,1.1306,2.3655,0.21257,0.014632,0.000828,0.000184,0,0.000019,0,70.426,74.212,1.2343,19.839,18.97,6.3055,-0.20529,-0.36233,8.336,3.7737,3.7095,101.98,0.12302,0.99157,0.27285,0.94358,4
0.33385,3.2922,6.1352,0.85109,1.9047,0.72934,1.1532,2.4895,0.20821,0.013979,0.000588,0.000171,0,0.000019,0,79.935,85.578,4.4529,18.114,16.894,11.76,0.006645,-0.11149,3.6651,3.4916,3.4369,20.603,0.13776,0.98905,0.2646,0.93675,4
0.27526,3.5089,6.7567,0.89519,2.2438,0.68732,1.0657,2.5867,0.24456,0.026734,0.002037,0.00058,0.000001,0.000078,0,76.351,74.308,26.164,17.683,18.563,22.907,0.24783,0.011418,0.5466,3.7351,3.5992,2.5284,0.12529,0.9909,0.25971,0.94134,4
0.33956,3.2733,6.0834,0.83488,1.8167,0.70907,1.1611,2.4513,0.20865,0.012459,0.001393,0.000377,0,0.000041,0,68.201,75.419,0.74456,20.402,18.389,5.5586,-0.077598,-0.067108,10.986,3.5239,3.3631,162.19,0.13146,0.99101,0.27332,0.93963,4
0.31687,3.3622,6.2974,0.87297,2.0501,0.69353,1.0894,2.4619,0.22871,0.019824,0.001096,0.000461,0,0.000064,0,63.762,58.179,11.288,17.186,19.336,17.895,1.0376,0.62937,2.0161,5.7543,4.3041,7.659,0.14666,0.99047,0.26943,0.93667,4
0.31694,3.341,6.2967,0.85583,1.9333,0.70134,1.1352,2.4996,0.21838,0.015924,0.001824,0.00064,0.000001,0.000078,0,78.48,77.09,9.611,16.829,17.436,18.376,0.17788,-0.050672,2.4736,4.5058,4.1852,10.235,0.13758,0.98995,0.27772,0.93761,4
0.3833,3.1971,5.7258,0.84395,1.8642,0.72417,1.1162,2.3227,0.20719,0.013132,0.000795,0.000209,0,0.000024,0,74.926,71.656,12.891,16.055,17.383,17.437,-0.24003,-0.43566,1.3986,4.3894,4.3363,4.7217,0.14992,0.98888,0.24152,0.93319,4
0.37221,3.3027,5.8105,0.8317,1.8011,0.72114,1.1132,2.3641,0.20422,0.011659,0.001172,0.00026,0,0.000026,0,66.329,60.847,10.622,17.154,19.141,17.223,0.72008,0.35115,1.9381,4.312,3.7064,6.9745,0.13875,0.99122,0.27384,0.93643,4
0.36458,3.1628,5.8709,0.86109,1.9668,0.7041,1.1106,2.3287,0.21972,0.016758,0.001721,0.000516,0,0.000065,0,59.079,59.014,3.0878,15.043,16.106,9.5659,0.67839,0.31207,5.0377,6.0634,4.6935,39.488,0.10316,0.99381,0.32772,0.95537,4
0.32614,3.4353,6.2073,0.81922,1.7438,0.6937,1.1397,2.4882,0.20877,0.011117,0.001079,0.000345,0,0.000035,0,64.41,62.812,6.1388,13.694,15.335,11.896,0.36237,-0.10305,2.6963,5.7758,4.6783,12.358,0.097161,0.994,0.31216,0.95658,4
0.35721,3.1998,5.9312,0.84927,1.8941,0.70382,1.1299,2.3663,0.21508,0.014717,0.001101,0.000263,0,0.000031,0,73.619,82.044,0.87222,20.979,19.112,5.7488,-0.47593,-0.41404,9.6361,3.7673,3.5383,129.02,0.13038,0.99051,0.27811,0.94025,4
0.34686,3.2888,6.0191,0.8139,1.7211,0.69717,1.1648,2.423,0.20638,0.010447,0.000922,0.000298,0,0.00003,0,76.751,82.727,1.7796,20.088,20.008,8.0889,-0.09756,-0.23412,6.9312,3.4762,3.3459,69.224,0.11938,0.99132,0.29334,0.94559,4
0.4605,2.9436,5.2239,0.85429,1.9238,0.73496,1.0969,2.1245,0.2078,0.014256,0.000261,0.000079,0,0.000009,0,66.679,69.993,7.5237,16.595,16.059,14.318,0.52638,0.30153,2.4532,4.6738,3.6712,10.474,0.14856,0.98985,0.25639,0.93345,4
0.34228,3.3567,6.0592,0.85006,1.8986,0.70459,1.0996,2.4177,0.21514,0.014811,0.000167,0.000046,0,0.000006,0,77.638,82.072,1.7176,16.268,15.88,7.3237,-0.025701,-0.3347,6.5021,4.5913,4.384,62.16,0.12263,0.99077,0.29918,0.94531,4
0.28936,3.5953,6.59,0.84719,1.8822,0.7063,1.1228,2.6363,0.21357,0.014291,0.000498,0.000132,0,0.000015,0,72.951,56.48,1.1711,14.934,19.86,7.1139,0.29501,-0.14136,9.8636,5.2862,3.9456,130.46,0.13445,0.99166,0.2762,0.94271,4
0.27076,3.3925,6.8125,0.90321,2.3299,0.67551,1.0813,2.5666,0.25528,0.030925,0.001062,0.000337,0,0.000059,0,78.296,66.728,3.0939,14.445,17.815,10.524,0.51706,0.022308,4.7273,4.6432,4.4021,32.008,0.13772,0.99084,0.28418,0.93791,4
0.28824,3.6395,6.6028,0.84176,1.8524,0.69029,1.1075,2.6176,0.2166,0.014122,0.000333,0.000046,0,0.000005,0,67.638,60.616,0.53262,14.66,17.811,4.6962,0.47351,0.062775,13.083,4.6224,3.6453,230.77,0.11787,0.99273,0.30052,0.94653,4
0.27145,3.6009,6.8039,0.82154,1.7539,0.67874,1.1754,2.6956,0.21401,0.011882,0.002063,0.000575,0.000001,0.000063,0,77.595,77.077,2.7545,19.722,20.804,11.447,-0.13204,-0.31057,6.2527,4.1635,3.9771,51.852,0.12129,0.99139,0.29342,0.94574,4
0.34076,3.1762,6.0727,0.88404,2.1394,0.69817,1.0922,2.3641,0.23336,0.022404,0.001256,0.000271,0,0.000029,0,68.687,51.308,1.987,16.472,22.546,8.8431,0.32465,-0.035554,6.477,4.2792,3.256,57.309,0.17417,0.98937,0.24673,0.92575,4
0.378,3.0149,5.7658,0.87684,2.0799,0.70459,1.1131,2.2663,0.22714,0.020121,0.001073,0.000279,0,0.000037,0,74.515,65.181,5.8484,13.529,16.037,12.529,0.65507,0.44099,2.8555,5.4512,4.639,13.33,0.14333,0.9905,0.26974,0.93602,4
0.27705,3.9312,6.7348,0.83302,1.8075,0.72222,1.0829,2.7408,0.2043,0.011782,0.000843,0.000171,0,0.000019,0,65.074,54.188,13.533,19.905,23.783,23.334,1.2537,0.68769,2.2462,5.4806,3.8894,8.7722,0.19209,0.98799,0.23119,0.91766,4
0.42503,3.2628,5.4375,0.79892,1.6627,0.74109,1.1126,2.2668,0.19095,0.008011,0.000328,0.000058,0,0.000005,0,67.82,63.285,5.4342,15.877,17.771,12.679,0.9179,0.52813,3.3977,5.1201,4.2942,18.811,0.15341,0.98982,0.26692,0.93246,4
0.3926,3.0557,5.6576,0.84583,1.8746,0.7305,1.1558,2.3031,0.20602,0.013166,0.000392,0.000125,0,0.000014,0,66.093,58.168,1.6724,17.191,20.633,7.9179,0.60564,0.10092,7.0632,4.6567,3.2955,69.173,0.1456,0.99094,0.26441,0.93514,4
0.43101,3.0043,5.3996,0.84732,1.8829,0.73305,1.1214,2.2004,0.20582,0.013284,0.000577,0.000124,0,0.000013,0,65.683,65.753,4.6969,16.744,17.35,11.964,0.74082,0.5103,3.6987,4.4323,3.8228,20.981,0.15433,0.98963,0.26165,0.93171,4
0.47834,2.9385,5.1255,0.84782,1.8858,0.74784,1.0984,2.1092,0.20192,0.012833,0.000155,0.000033,0,0.000004,0,65.899,64.815,11.931,16.598,17.306,16.897,0.87465,0.50556,1.7096,5.1627,4.0398,6.0001,0.15962,0.98874,0.24923,0.92913,4
0.39569,3.126,5.6355,0.85852,1.9502,0.72691,1.1006,2.2744,0.21176,0.015274,0.000969,0.00028,0,0.000034,0,60.771,60.516,5.2258,18.271,18.409,13.068,0.69799,0.4581,3.4236,4.6972,3.813,17.376,0.12899,0.99189,0.28342,0.94188,4
0.38717,3.0411,5.6971,0.87269,2.0481,0.73013,1.1185,2.2856,0.21711,0.017827,0.000714,0.000209,0,0.000027,0,67.574,67.815,8.9694,17.442,17.845,15.837,0.70539,0.53379,2.2543,4.3243,3.7534,8.8847,0.14264,0.99046,0.2624,0.93554,4
0.38156,3.0511,5.7389,0.87692,2.0806,0.72508,1.1104,2.2881,0.22077,0.01902,0.000935,0.000174,0,0.000023,0,68.839,67.883,3.8936,16.544,17.837,11.103,0.48928,0.28063,4.1681,4.3,3.8585,26.493,0.1546,0.98942,0.25081,0.93217,4
0.47093,3.0669,5.1657,0.81692,1.7338,0.74737,1.1058,2.1509,0.19323,0.009363,0.000118,0.000025,0,0.000002,0,60.702,65.194,3.1523,18.738,17.537,9.7808,0.32444,0.22407,4.5812,4.203,3.8668,31.9,0.15697,0.98938,0.25238,0.92904,4
0.39763,3.1088,5.6217,0.84581,1.8745,0.73027,1.1287,2.2882,0.20608,0.013171,0.0005,0.000109,0,0.000012,0,65.996,68.329,1.6411,16.711,17.341,7.2028,0.10389,0.06151,6.8012,3.7892,3.3853,70.033,0.15193,0.98927,0.24111,0.93264,4
0.35741,3.3299,5.9295,0.8471,1.8817,0.70806,1.0923,2.3751,0.21301,0.014206,0.001707,0.000419,0,0.000049,0,62.234,64.334,2.7569,17.834,17.575,9.6954,0.38872,0.15909,4.8234,4.219,3.7134,33.025,0.13324,0.99155,0.27946,0.93912,4
0.30264,3.4969,6.4438,0.8684,2.0167,0.69435,1.0813,2.5277,0.22616,0.018741,0.00003,0.000013,0,0.000001,0,83.956,72.485,1.8931,14.458,16.912,8.1096,0.59728,-0.074042,6.8566,5.692,4.5083,67.404,0.13526,0.99039,0.28374,0.93868,4
0.25051,3.8964,7.0827,0.8355,1.8199,0.67609,1.1079,2.7861,0.21903,0.013792,0.000795,0.00018,0,0.00002,0,77.185,66.439,1.2644,15.372,18.14,7.519,0.6977,0.088554,9.0553,5.2373,4.2682,110.17,0.13972,0.99075,0.27382,0.93584,4
0.26597,3.7397,6.8737,0.84847,1.8895,0.659,1.0855,2.6545,0.22939,0.016643,0.000521,0.000021,0,0.000002,0,71.598,68.35,2.8874,16.957,16.966,9.5862,0.55318,0.38578,4.9817,5.1915,4.8709,38.235,0.14349,0.99063,0.2851,0.93672,4
0.27971,3.6236,6.7028,0.87495,2.0652,0.71,1.0846,2.6479,0.22442,0.019369,0.000126,0.000026,0,0.000003,0,75.707,74.384,4.7699,15.167,15.665,11.577,0.57661,0.30286,3.5488,5.421,4.5323,20.209,0.14986,0.98946,0.27102,0.93186,4
0.23682,3.9675,7.2844,0.85726,1.9422,0.69407,1.0976,2.8746,0.22125,0.016518,0.00018,0.000019,0,0.000002,0,63.885,58.607,0.58018,16.191,17.341,4.5259,1.0256,0.72653,12.867,5.9017,4.6472,233.71,0.11307,0.99322,0.3331,0.95061,4
0.23844,3.7512,7.2597,0.88079,2.1119,0.66799,1.0884,2.7709,0.2419,0.023499,0.000797,0.000224,0,0.00003,0,75.641,71.504,2.2044,15.985,17.243,8.6825,1.1479,0.55977,5.7631,6.419,4.609,45.51,0.14931,0.98974,0.26425,0.93241,4
0.24216,3.9812,7.2037,0.8416,1.8515,0.66126,1.0814,2.7953,0.22605,0.015363,0.000248,0.000047,0,0.000006,0,61.629,67.011,1.1115,19.142,17.937,6.8623,0.43259,0.23902,9.1746,4.5979,4.052,113.29,0.14173,0.99101,0.28073,0.93761,4
0.27226,3.6879,6.7938,0.84325,1.8604,0.66181,1.0987,2.6355,0.22645,0.015607,0.000157,0.000064,0,0.000008,0,75.509,77.167,2.591,15.938,16.372,9.1363,0.52382,-0.16975,5.3081,4.817,4.4679,41.687,0.13144,0.99066,0.29783,0.94102,4
0.35213,3.0317,5.9738,0.90189,2.315,0.70052,1.0839,2.2949,0.24508,0.028225,0.000734,0.000302,0,0.000049,0,65.372,69.792,0.31946,16.106,15.708,3.5017,0.34574,0.009643,16.731,4.6585,4.2349,372.73,0.13802,0.99105,0.28039,0.9376,4
0.2804,3.466,6.6944,0.89396,2.2315,0.69779,1.0801,2.5851,0.24001,0.025513,0.000947,0.000374,0,0.00006,0,68.222,71.535,1.4233,15.051,14.62,6.4379,0.84886,0.39779,7.1841,6.0491,4.6104,74.903,0.13872,0.99061,0.26617,0.93668,4
0.26457,3.457,6.8918,0.91147,2.4309,0.69034,1.0624,2.6022,0.25733,0.03343,0.001724,0.000661,0.000001,0.000117,0,72.473,75.504,4.7575,15.395,14.867,11.816,0.97767,0.65901,3.6193,6.463,5.055,19.88,0.16535,0.98829,0.25037,0.92347,4
0.22449,3.5963,7.4819,0.9142,2.4675,0.66887,1.0832,2.772,0.26843,0.037131,0.001381,0.000439,0,0.000081,0,79.528,61.759,0.22867,12.576,17.036,3.2309,1.0539,0.5481,21.169,6.6759,4.8589,571.75,0.13245,0.99151,0.29739,0.94118,4
0.36641,2.8358,5.8563,0.92775,2.6795,0.71015,1.0631,2.1955,0.26867,0.0412,0.002953,0.001154,0.000002,0.000233,0,81.154,80.343,2.9257,16.074,16.488,9.6345,0.12616,-0.04208,4.5387,3.7998,3.5814,29.826,0.15364,0.98813,0.26968,0.93219,4
0.28638,3.4206,6.6242,0.88714,2.1668,0.68717,1.0906,2.5524,0.23905,0.024056,0.00127,0.000509,0,0.000079,0,64.654,55.625,0.59775,14.077,17.807,5.0041,0.97354,0.25816,12.171,6.3687,4.4685,193.54,0.12133,0.99275,0.32058,0.94719,4
0.26318,3.7503,6.9101,0.82307,1.7607,0.66576,1.133,2.71,0.21861,0.012539,0.00008,0.000037,0,0.000004,0,74.627,70.649,4.4274,14.951,15.496,11.329,0.99072,0.8424,3.6416,6.0349,5.345,20.341,0.13793,0.99083,0.29595,0.93668,4
0.2443,3.7334,7.1721,0.88446,2.1431,0.67719,1.0799,2.7489,0.24086,0.023941,0.000057,0.000015,0,0.000002,0,71.413,72.937,4.9865,16.163,16.144,12.052,0.54925,0.25968,3.5011,5.3684,4.5959,20.001,0.14667,0.99003,0.27471,0.93418,4
0.31811,3.4993,6.2852,0.82398,1.7649,0.71501,1.1432,2.5536,0.2038,0.010971,0.000499,0.000133,0,0.000014,0,86.233,90.897,15.664,16.665,16.475,18.707,-0.19903,-0.33718,1.2516,4.3242,4.3231,4.6409,0.11611,0.99025,0.29177,0.94645,4
0.28861,3.5261,6.5986,0.82409,1.7653,0.65228,1.1375,2.5606,0.22343,0.013196,0.002663,0.000648,0,0.000074,0,79.85,86.28,1.9727,19.775,18.449,9.9107,-0.41157,-0.39874,6.5509,4.0125,3.802,53.726,0.1156,0.99122,0.32402,0.94802,4
0.31897,3.3861,6.2767,0.84176,1.8524,0.69073,1.1319,2.4891,0.21646,0.014104,0.001309,0.000406,0,0.000044,0,73.936,81.972,0.29049,19.121,17.993,3.7554,-0.15068,-0.1543,19.057,3.9274,3.4594,469.78,0.12431,0.99097,0.29095,0.94357,4
0.2883,3.3478,6.6021,0.91525,2.482,0.71778,1.0605,2.5308,0.2512,0.032775,0.000512,0.000147,0,0.000027,0,81.347,81.068,22.373,14.913,15.487,19.754,0.27509,0.077264,0.64553,4.2733,3.9042,2.9764,0.13609,0.98918,0.27598,0.93874,4
0.29503,3.3919,6.5263,0.87056,2.0323,0.6974,1.1271,2.5623,0.22623,0.019053,0.000879,0.000288,0,0.00004,0,74.706,74.173,6.0049,19.604,21.141,16.187,0.30902,0.000462,3.3602,3.385,3.3159,15.662,0.16448,0.98854,0.25924,0.92753,4
0.37412,2.8433,5.7956,0.90397,2.3387,0.70609,1.12,2.2307,0.24486,0.028616,0.000388,0.00013,0,0.00002,0,69.894,61.659,2.0978,13.659,16.874,7.915,0.50505,0.13667,5.9782,4.8829,4.0888,54.46,0.13388,0.99149,0.2871,0.9438,4
0.31795,3.3258,6.2867,0.85297,1.9158,0.69944,1.1421,2.4958,0.21783,0.015514,0.000908,0.000253,0,0.000031,0,67.983,61.876,3.2209,14.488,17.157,9.3879,0.45519,-0.015005,4.2946,5.1333,4.2537,28.58,0.12456,0.99224,0.29598,0.94576,4
0.3936,3.013,5.6503,0.87122,2.0371,0.72253,1.1169,2.2571,0.21867,0.017888,0.001024,0.000323,0,0.000042,0,70.256,64.935,8.6076,15.106,16.834,14.899,0.20762,-0.037599,2.1754,4.6394,4.2683,8.5871,0.1314,0.99128,0.26401,0.94248,4
0.34916,3.3258,5.9992,0.83216,1.8033,0.73537,1.1519,2.4644,0.2004,0.011265,0.000693,0.000146,0,0.000015,0,64.978,61.888,3.9216,16.852,18.389,12.673,0.5691,0.36487,5.1314,5.3509,4.4943,38.289,0.15648,0.99004,0.27162,0.93442,4
0.34092,3.36,6.0712,0.84349,1.8617,0.72471,1.1274,2.4643,0.20688,0.013049,0.000704,0.00018,0,0.00002,0,77.22,80.441,1.4884,18.686,18.765,7.7,-0.23311,-0.57116,7.0887,4.4833,4.2042,65.157,0.1243,0.99078,0.27859,0.94392,4
0.31381,3.2468,6.3281,0.8862,2.1584,0.70295,1.1123,2.4679,0.2331,0.022714,0.001284,0.000423,0,0.000063,0,67.3,62.945,3.3505,14.951,16.327,10.294,0.42268,0.041283,4.5481,5.4611,4.8067,31.493,0.12251,0.99237,0.30074,0.94662,4
0.35328,3.2558,5.9641,0.8167,1.7329,0.69783,1.1624,2.3998,0.20689,0.010717,0.001135,0.000337,0,0.000035,0,69.082,66.243,3.5768,15.108,16.265,10.659,0.39787,0.090034,4.1853,4.8974,4.278,25.936,0.11612,0.99259,0.29447,0.94807,4
0.32311,3.4617,6.2364,0.84636,1.8775,0.71947,1.1152,2.5189,0.20937,0.01365,0.00033,0.000077,0,0.000009,0,64.377,56.972,2.0992,15.385,17.686,8.5818,0.38616,-0.028036,7.1562,5.2924,4.3537,76.183,0.13758,0.99143,0.28471,0.94108,4
0.27035,3.3636,6.8177,0.89417,2.2335,0.6442,1.0885,2.5291,0.26013,0.030019,0.001595,0.000355,0,0.000049,0,70.015,68.687,1.5664,15.757,16.167,7.2843,0.60479,0.50988,6.8924,5.058,4.2045,67.795,0.13485,0.99118,0.29824,0.9403,4
0.23424,3.8121,7.3244,0.87593,2.0728,0.66077,1.0848,2.7896,0.24169,0.022628,0.001075,0.000322,0,0.000048,0,69.253,70.421,2.3728,15.813,16.534,8.6228,0.53075,0.21316,5.3636,5.0383,3.9164,41.677,0.1279,0.99156,0.28631,0.9423,4
0.39637,3.215,5.6306,0.80137,1.6718,0.72455,1.153,2.3194,0.19581,0.008577,0.000671,0.000152,0,0.000014,0,68.02,59.569,3.377,13.99,17.542,10.154,0.7739,0.36557,4.2741,4.3198,3.5319,26.635,0.12817,0.99193,0.29217,0.94296,4
0.39042,2.8494,5.6734,0.90588,2.3611,0.7294,1.1067,2.2151,0.23861,0.027565,0.000812,0.000327,0,0.000054,0,75.822,73.247,6.0548,11.97,13.383,11.6,0.50487,0.16859,2.698,7.0166,5.0957,13.014,0.14386,0.98946,0.25922,0.9354,4
0.27677,3.4232,6.7382,0.88065,2.1107,0.6644,1.1044,2.5652,0.24312,0.023712,0.000048,0.000031,0,0.000004,0,65.329,68.137,1.3251,16.9,16.501,6.8662,0.79887,0.46357,7.633,5.3265,4.2771,82.34,0.13801,0.99122,0.30443,0.93855,4
0.26742,3.6649,6.855,0.85993,1.9592,0.68573,1.1066,2.685,0.22509,0.017437,0.000317,0.000115,0,0.000015,0,67.007,68.53,2.5617,17.234,16.667,9.6699,0.67646,0.43587,5.5763,5.4281,4.2149,43.885,0.15731,0.98969,0.26745,0.92945,4
0.30604,3.3555,6.4079,0.84579,1.8743,0.67624,1.1471,2.5099,0.22254,0.015357,0.000017,0.000015,0,0.000002,0,75.713,71.671,1.0608,16.676,17.462,6.1373,0.44371,0.13868,9.6258,6.1052,5.1724,138.78,0.13614,0.99078,0.2862,0.93894,4
0.23842,3.5614,7.2599,0.88321,2.1323,0.63831,1.1153,2.704,0.2547,0.026524,0.000406,0.000154,0,0.000025,0,67.335,67.259,1.1134,17.895,17.522,6.9967,0.63309,0.38047,9.2754,5.0406,4.3401,115.38,0.14758,0.99055,0.2999,0.93647,4
0.25317,3.6038,7.0452,0.86334,1.9817,0.65718,1.1258,2.6965,0.23645,0.019733,0.000288,0.00009,0,0.000012,0,72.839,65.524,1.6368,16.187,18.825,7.4892,0.81417,0.51448,7.1555,4.6465,3.6537,74.63,0.13544,0.99116,0.29623,0.94054,4
0.24652,3.8422,7.1397,0.84039,1.8451,0.66197,1.1131,2.7734,0.22537,0.015137,0.000801,0.000164,0,0.000017,0,78.708,74.544,8.2067,16.051,16.145,15.19,1.0762,0.4499,2.3258,6.7973,4.4771,9.0601,0.13901,0.99026,0.27951,0.93594,4
0.22352,4.0615,7.498,0.87983,2.104,0.68184,1.0509,2.8933,0.23642,0.022287,0.000194,0.000006,0,-0.000001,0,73.743,76.05,3.7991,16.82,16.284,11.595,0.54808,0.33951,4.347,5.1068,4.374,27.485,0.16626,0.98812,0.24855,0.92473,4
0.2749,3.4563,6.7611,0.89799,2.2726,0.70145,1.0868,2.6084,0.2417,0.026663,0.000284,0.000099,0,0.000016,0,68.218,71.952,5.4535,16.954,16.272,13.032,0.66008,0.36411,3.5336,5.3912,4.4183,19.489,0.16365,0.98889,0.25405,0.9271,4
0.30319,3.3214,6.438,0.90679,2.372,0.71395,1.0634,2.4846,0.24455,0.029153,0.000058,0.000029,0,0.000005,0,70.635,74.351,4.0353,16.596,16.491,11.269,0.68262,0.27024,4.1986,5.4281,4.4411,27.344,0.15406,0.98939,0.26154,0.93104,4
0.22909,3.8793,7.4064,0.87872,2.0949,0.64993,1.0634,2.7923,0.24736,0.024198,0.001191,0.000282,0,0.000044,0,66.472,69.07,1.319,16.939,16.361,7.3671,0.72263,0.52313,8.3185,5.8083,4.6681,94.499,0.15068,0.99028,0.28974,0.93296,4
0.6754,2.7849,4.3134,0.65263,1.3198,0.77193,1.1845,1.8768,0.16821,0.002072,0.00001,0,0,0,0,55.54,43.561,8.7441,21.177,24.379,16.202,0.20767,0.09593,2.1745,3.7282,2.8673,7.976,0.25175,0.98478,0.18996,0.88801,5
0.67546,2.7664,4.3133,0.72196,1.4452,0.77098,1.1388,1.862,0.17325,0.003729,0.00001,0,0,0,0,61.697,52.953,15.032,20.636,23.4,20.006,0.41578,0.073084,1.3954,3.8928,3.2613,4.7023,0.30557,0.97462,0.16224,0.86329,5
0.69322,2.8581,4.2577,0.65379,1.3216,0.767,1.1349,1.8464,0.16935,0.002119,0.000024,0,0,0,0,66.935,46.995,8.4812,17.577,22.477,15.444,0.74304,0.29861,2.2057,4.3955,3.5747,8.3846,0.27034,0.98093,0.1898,0.87861,5
0.73776,2.6962,4.1271,0.69231,1.3858,0.7718,1.1423,1.789,0.17066,0.002893,0.000003,0,0,0,0,65.197,62.459,16.866,20.837,21.373,21.121,0.22625,-0.051178,1.2038,3.5578,3.4553,3.9313,0.26724,0.97938,0.17992,0.88163,5
0.65352,2.7165,4.3851,0.75379,1.5218,0.76983,1.1481,1.8821,0.1769,0.004928,0.000005,0.000001,0,0,0,72.912,72.799,20.502,19.26,19.324,22.801,0.40549,0.057494,0.98334,4.0045,3.6636,3.2851,0.23168,0.98173,0.20063,0.89543,5
0.64462,2.9791,4.4152,0.58775,1.236,0.76302,1.1645,1.9176,0.16751,0.001223,0.000189,0.000007,0,0,0,69.585,67.181,1.7548,18.225,18.939,8.0669,0.48097,0.16143,6.1343,4.2806,3.8491,48.279,0.2131,0.98508,0.22649,0.90457,5
0.56827,2.9553,4.7025,0.68484,1.3723,0.76572,1.1886,2.032,0.17149,0.00276,0.000062,0.000003,0,0,0,65.061,68.282,3.5496,21.54,20.289,11.17,0.12669,-0.078626,4.0733,3.9392,3.8567,22.472,0.2465,0.98302,0.21343,0.89158,5
0.69112,2.8855,4.2641,0.63889,1.2999,0.77355,1.14,1.8592,0.16718,0.001838,0.000007,0,0,0,0,63.147,60.501,9.0477,18.445,18.649,16.406,0.2416,0.044989,2.1521,4.0947,3.94,7.768,0.20171,0.98618,0.22972,0.90862,5
0.6239,2.7633,4.488,0.74333,1.4949,0.77046,1.1659,1.9305,0.17553,0.00449,0.000054,0.000005,0,0,0,68.578,66.932,15.92,18.822,18.738,20.406,0.42263,0.17394,1.2781,4.5332,3.921,3.9781,0.19587,0.98618,0.22314,0.91114,5
0.63595,2.9292,4.4452,0.66025,1.3315,0.76588,1.151,1.9254,0.16994,0.002243,0.000043,0.000001,0,0,0,57.657,52.243,14.044,22.497,24.051,19.655,0.26426,0.034214,1.4907,3.7972,3.2988,4.8981,0.30206,0.97939,0.16986,0.86857,5
0.61737,2.9709,4.5116,0.58787,1.2362,0.76552,1.195,1.9627,0.16697,0.001216,0.00006,0.000002,0,0,0,65.247,69.906,5.0489,21.358,19.27,13.585,0.18324,0.12879,3.5037,3.6875,3.6944,17.583,0.22887,0.98359,0.2071,0.89771,5
0.68696,2.768,4.277,0.6638,1.3371,0.77264,1.1746,1.8601,0.16866,0.002271,0.000013,0.000001,0,0,0,63.864,61.329,9.4954,19.779,20.813,16.642,0.34794,-0.00869,1.9637,3.8511,3.6547,6.6359,0.20213,0.9864,0.21961,0.90842,5
0.55881,2.7689,4.7421,0.7628,1.5465,0.76162,1.2019,2.021,0.17997,0.005453,0.000071,0.00001,0,0.000001,0,62.471,59.283,3.418,18.932,19.633,10.293,0.31491,0.025671,4.0225,3.9706,3.6801,22.673,0.20729,0.98653,0.23221,0.90821,5
0.52935,2.871,4.8723,0.7435,1.4954,0.76125,1.2108,2.0832,0.17768,0.004606,0,0,0,0,0,64.21,67.878,5.7676,21.092,19.847,14.543,0.32995,0.12605,3.2829,3.899,3.8552,15.807,0.26215,0.98103,0.19959,0.88558,5
0.66788,2.8148,4.3377,0.64769,1.3125,0.7687,1.1793,1.8841,0.16866,0.002004,0.000003,0,0,0,0,64.247,64.221,3.0325,19.704,19.833,10.066,0.41799,-0.051806,4.5099,4.3985,3.8007,28.206,0.20728,0.98622,0.22811,0.90651,5
